title,price,pages,reviews,value_per_page,link
Leadership Is Language,699.0,352,1192,0.5035765379113019,https://www.amazon.in/dp/0241373662/?coliid=I3K2VMYQDQV4RB&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Don’t Shut Up,334.08,280,179,0.8381226053639848,https://www.amazon.in/dp/0670099783/?coliid=ICUKEYXJBOJQ3&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
80/20 Sales and Marketing: The Definitive Guide to Working Less and Making More,329.0,256,1230,0.7781155015197568,https://www.amazon.in/dp/8183286488/?coliid=I23I4WV21XTW9F&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
The Mountain Is You: Transforming Self-Sabotage Into Self-Mastery (English),242.0,248,22393,1.024793388429752,https://www.amazon.in/dp/9355434146/?coliid=I4AM3MHBPAZ0M&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Dead Companies Walking,1357.0,256,798,0.18865143699336773,https://www.amazon.in/dp/125089316X/?coliid=I1Z7FXKGQJRU1S&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Never Split the Difference: Negotiating as If Your Life Depended on It | Master Negotiation Skills | Proven Techniques for Success in Life & Business,419.0,288,45370,0.6873508353221957,https://www.amazon.in/dp/1847941494/?coliid=I2WUT1LAQT2MQU&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
"Thinking, Fast and Slow: Master the Art of Decision-Making, Biases, and Cognitive Psychology in this Comprehensive Guide on Human Thinking",479.0,512,31832,1.068893528183716,https://www.amazon.in/dp/0141033576/?coliid=I1SDKD0RS26RRJ&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Principles: Life and Work [Hardcover] Ray Dalio,991.0,592,18000,0.5973763874873865,https://www.amazon.in/dp/1501124021/?coliid=I33H3C0V1OSH1G&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Grit,419.0,464,19091,1.107398568019093,https://www.amazon.in/dp/1785040200/?coliid=I2D670QKXKJ8EK&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
"EGO IS THE ENEMY [Hardcover] Holiday, Ryan",418.0,256,1385,0.6124401913875598,https://www.amazon.in/dp/1781257019/?coliid=I76CO1DYR2DIH&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Ogilvy On Advertising,433.0,288,217,0.6651270207852193,https://www.amazon.in/dp/1802794964/?coliid=I2W5F5C7SGTHVH&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Pandeymonium : Piyush Pandey on Advertis: Piyush Pandey on Advertising,397.0,264,880,0.6649874055415617,https://www.amazon.in/dp/0143427652/?coliid=I29QE44NTPW3WM&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
This is Marketing,646.0,208,5029,0.3219814241486068,https://www.amazon.in/dp/0241370140/?coliid=I3QNT46J8TE063&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Creativity Inc. an inspiring look at how creativity can - and should - be harnessed for business success by the founder of Pixar,528.0,320,10095,0.6060606060606061,https://www.amazon.in/dp/0593070100/?coliid=I1FRVN1CWCLUO9&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Start With Why | A Bestselling Business Book: Discover How Great Leaders Inspire Action and Achieve Success,405.0,256,14866,0.6320987654320988,https://www.amazon.in/dp/0241958229/?coliid=IB8DY7XNAQCBG&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Entreleadership,1890.0,320,1806,0.1693121693121693,https://www.amazon.in/dp/1451617852/?coliid=IV1LGRTPD4362&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
How to Master the Art of Selling,1478.0,416,1098,0.2814614343707713,https://www.amazon.in/dp/0446692743/?coliid=IUR94YEG6H5K5&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Alchemy,420.0,320,1870,0.7619047619047619,https://www.amazon.in/dp/0753556529/?coliid=I1M6AH7QLELWTX&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
$100M Offers: How To Make Offers So Good People Feel Stupid Saying No,,164,18124,,https://www.amazon.in/dp/173747574X/?coliid=I3Q0WOGORT41MN&colid=1YZ6P9CMSTI9C&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it
Subliminal: How Your Unconscious Mind Rules Your Behavior,1281.0,272,1514,0.21233411397345825,https://www.amazon.in/dp/0307472256/?coliid=IS8GIPLLENQ6Q&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
"CULTURE MAP : DECODING HOW PEOPLE THINK,",695.0,288,3007,0.4143884892086331,https://www.amazon.in/dp/1610392760/?coliid=I2TFTCM2DWJ4QC&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Win Every Argument,456.0,336,1279,0.7368421052631579,https://www.amazon.in/dp/9390742439/?coliid=I1LBXEJ82KBUA3&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
CRUCIAL CONVERSATIONS,461.0,304,1688,0.6594360086767896,https://www.amazon.in/dp/9355323352/?coliid=I25IXH9D5XF16V&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Supercommunicators,546.0,320,2215,0.5860805860805861,https://www.amazon.in/dp/1529939607/?coliid=I1QG8GNA3N4TFK&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Six Pillars of Self-Esteem,613.0,368,3180,0.600326264274062,https://www.amazon.in/dp/0553374397/?coliid=I2KB51QOUBIC1O&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Active Listening Techniques:30 Practical Tools to Hone Your Communication Skills,184.0,172,339,0.9347826086956522,https://www.amazon.in/dp/9389995949/?coliid=I1KCZNHR5FDH2S&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Getting to Yes,359.0,240,10435,0.6685236768802229,https://www.amazon.in/dp/1847940935/?coliid=I1CBN7W9F953PF&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
The Art of Dealing With People,125.0,70,1207,0.56,https://www.amazon.in/dp/8183226744/?coliid=I111HS0WXF8W92&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Atomic Attraction: The Psychology of Attraction,998.0,314,1782,0.31462925851703405,https://www.amazon.in/dp/1999872223/?coliid=ICHB8GEGO7B3F&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
DEFINITIVE BK OF BODY LANGUAGE,1819.0,400,2939,0.2199010445299615,https://www.amazon.in/dp/0553804723/?coliid=I1BBIPSSSWE0WC&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
"Behave: The bestselling exploration of why humans behave as they do [Paperback] Sapolsky, Robert M",491.0,800,8606,1.629327902240326,https://www.amazon.in/dp/009957506X/?coliid=I1R0C649BUYEG1&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
THE ART OF READING MINDS,454.0,256,336,0.5638766519823789,https://www.amazon.in/dp/1529391075/?coliid=I1DSQAGWKP5S5T&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
The Definitive Book of Body Language,358.0,386,2939,1.0782122905027933,https://www.amazon.in/dp/8183220142/?coliid=I2XNKLUWD0KRRJ&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
How to Listen with Intention,,198,1856,,https://www.amazon.in/dp/1647431743/?coliid=I3VUQ2F0KGMDT3&colid=1YZ6P9CMSTI9C&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it
Negotiation Genius,593.0,352,1128,0.5935919055649241,https://www.amazon.in/dp/0553384112/?coliid=I19L0OHLKOW5UW&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
YES! 10TH ANNIVERSARY EDITION,389.0,288,119,0.7403598971722365,https://www.amazon.in/dp/1781257426/?coliid=I19GRCUBPZ64UM&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
"Communication Skills: A Practical Guide to Improving Your Social Intelligence, Presentation, Persuasion and Public Speaking: 9 (Positive Psychology Coaching)",982.0,158,1258,0.16089613034623218,https://www.amazon.in/dp/1515031918/?coliid=IOO8T05DT17Z1&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
VERBAL JUDO 2E PB,836.0,224,4237,0.2679425837320574,https://www.amazon.in/dp/0062107704/?coliid=I2UX7882U2LCOA&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Pre-Suasion: A Revolutionary Way to Influence and Persuade,440.0,432,3261,0.9818181818181818,https://www.amazon.in/dp/1847941435/?coliid=I2Y86JC0AOXYH5&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
"WAY OF THE WOLF: Straight Line Selling - Master the Art of Persuasion, Influence, and Success",378.0,256,8213,0.6772486772486772,https://www.amazon.in/dp/1473674816/?coliid=I30H90W5WDXHIQ&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Sell or Be Sold: How to Get Your Way in Business and in Life,1976.04,200,3721,0.10121252606222546,https://www.amazon.in/dp/1608322564/?coliid=I2O4WBSDCMV3AN&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Peoplewatching: The Desmond Morris Guide to Body Language,748.0,544,370,0.7272727272727273,https://www.amazon.in/dp/0099429780/?coliid=I3G1BEPQ34WUMS&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
How To Sell Anything To Anybody,300.0,192,1139,0.64,https://www.amazon.in/dp/0743273966/?coliid=I11XN5B2SGJU2X&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Don't Sell Make them Buy : Upgrade Your Selling Skills,212.0,184,374,0.8679245283018868,https://www.amazon.in/dp/9392834713/?coliid=I2UERGL9X6RBAK&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
"Cues: Master the Secret Language of Charismatic Communication [Paperback] Van Edwards, Vanessa",708.0,320,1317,0.4519774011299435,https://www.amazon.in/dp/0241554934/?coliid=I211EPKTQHT56A&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
The Art Of Persuasion,253.0,238,1094,0.9407114624505929,https://www.amazon.in/dp/9381860289/?coliid=I1ANYKZWX1QA49&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Like Switch,1749.0,288,1632,0.1646655231560892,https://www.amazon.in/dp/1476754489/?coliid=I39BFIL6B00XFU&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Captivate,649.0,320,3271,0.4930662557781202,https://www.amazon.in/dp/024130993X/?coliid=I15GKED1M43KMA&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Influence is Your Superpower,378.0,304,513,0.8042328042328042,https://www.amazon.in/dp/1785042386/?coliid=I3MWYMCH84R99B&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Presence: Unlock your inner confidence to embrace life's biggest challenges,529.0,320,3694,0.6049149338374291,https://www.amazon.in/dp/1409156028/?coliid=I18AXWNE96VI9W&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
What's in it for Them?: 9 Genius Networking Principles to Get What You Want by Helping Others Get What They Want,1419.0,255,192,0.17970401691331925,https://www.amazon.in/dp/1401975852/?coliid=I1VJ4NF5HYD6OD&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time [Paperback] Keith Ferrazzi and Tahl Raz",472.0,400,1267,0.847457627118644,https://www.amazon.in/dp/0241004950/?coliid=I1Q0IJ7RMIH6U3&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
"Understanding Body Language: How to Decode Nonverbal Communication in Life, Love, and Work",210.0,160,1448,0.7619047619047619,https://www.amazon.in/dp/938999568X/?coliid=I31QE7APQYC1VJ&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
"The Coaching Habit: Say Less, Ask More & Change the Way You Lead Forever",308.0,244,354,0.7922077922077922,https://www.amazon.in/dp/1989603610/?coliid=I2JJHKLKHHY4EE&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Exactly What to Say,236.0,148,5820,0.6271186440677966,https://www.amazon.in/dp/198960367X/?coliid=I1YVLY6LLCHXTK&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
"Think Faster, Talk Smarter",639.0,352,736,0.5508607198748043,https://www.amazon.in/dp/1035024969/?coliid=I2Z5IQ7WTDPBE&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
The First Minute: How to start conversations that get results (Business Communication Skills),169.0,126,99,0.7455621301775148,https://www.amazon.in/dp/8119373510/?coliid=I2DV69X7SL6YNJ&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Listen Like You Mean It,455.0,336,133,0.7384615384615385,https://www.amazon.in/dp/1529074010/?coliid=IWX2WL1SY2O61&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Rejection Proof: How to Beat Fear and Become Invincible,419.0,240,2024,0.5727923627684964,https://www.amazon.in/dp/1847941451/?coliid=I36ZDFSGPUP0TI&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
MAKE YOURSELF UNFORGETTABLE,280.0,240,652,0.8571428571428571,https://www.amazon.in/dp/0857206796/?coliid=I3RDYXNLSEHY1W&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
"THE FINE ART OF SMALL TALK: HOW TO START A CONVERSATION, KEEP IT GOING, BUILD NETWORKING SKILLS – AN",432.0,272,458,0.6296296296296297,https://www.amazon.in/dp/0349436177/?coliid=I2AD3ZWRMOAHAH&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
How to Instantly Connect With Anyone,1166.89,336,205,0.28794487912313926,https://www.amazon.in/dp/009193544X/?coliid=I1VA7JX46WENFX&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
"Doesn't Hurt to Ask: Using the Power of Questions to Communicate, Connect, and Persuade",1663.0,288,5059,0.17318099819603128,https://www.amazon.in/dp/0593138910/?coliid=I1DP0A4AG1AVZ4&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
"WORDS THAT WORK: IT'S NOT WHAT YOU SAY, IT'S WHAT PEOPLE HEAR / LUNTZ, FRANK I.",973.0,368,781,0.37821171634121276,https://www.amazon.in/dp/1401309291/?coliid=I3DGC4WX6TOT8U&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Difficult Conversations : How to Discuss,,352,3846,,https://www.amazon.in/dp/0143118447/?coliid=I1FTNJFSGGLY2G&colid=1YZ6P9CMSTI9C&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it
"The Only Negotiating Guide You'll Ever Need, Revised and Updated: 101 Ways to Win Every Time in Any Situation",1668.0,304,137,0.18225419664268586,https://www.amazon.in/dp/1524758906/?coliid=IV41QKW8ZA5P2&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
How to Listen,327.0,288,176,0.8807339449541285,https://www.amazon.in/dp/1774581914/?coliid=I1X01XR4QYNR69&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Bargaining for Advantage : Negotiation,659.0,304,821,0.4613050075872534,https://www.amazon.in/dp/0143036971/?coliid=I23XSGQRMQTX8O&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Sell or Be Sold: How to Get Your Way in Business and in Life,,200,3721,,https://www.amazon.in/dp/B0B2N33XVP/?coliid=I3SX8WMKM3TSBL&colid=1YZ6P9CMSTI9C&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it
Art of Negotiation,808.0,294,278,0.36386138613861385,https://www.amazon.in/dp/1912615126/?coliid=I30RDTMM499F1V&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
NEGOTIATION: The Brian Tracy Success Library,208.0,112,357,0.5384615384615384,https://www.amazon.in/dp/9387383075/?coliid=I1BASCNXKU4F31&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
Sales Success: The Brian Tracy Success Library (English),218.0,128,204,0.5871559633027523,https://www.amazon.in/dp/9387383105/?coliid=I3RX5I9DRJSPBC&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
"Leadership and Management Strategy Collection - The Prince, The Art of War, and Arthashastra – English | Best Classic Books collection to Learn Economics/ Leadership / Political Management Strategy | Reference Guide for Philosophy/Financial/ Warfare Tactics",399.0,784,71,1.9649122807017543,https://www.amazon.in/dp/9354409075/?coliid=I2V1J2AWYPY24K&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
"Psychological Warfare and Deception: What You Need to Know about Human Behavior, Dark Psychology, Propaganda, Negotiation, Manipulation, and Persuasion",1379.0,222,37,0.16098622189992748,https://www.amazon.in/dp/1954029160/?coliid=I51GY6RZ1GA2V&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
"Read People Like a Book: How to Analyze, Understand, and Predict People’s Emotions, Thoughts, Intentions, and Behaviors",289.0,176,6108,0.6089965397923875,https://www.amazon.in/dp/B0C23SF7NQ/?coliid=I5Z5N3F4AMQGL&colid=1YZ6P9CMSTI9C&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it
